GO,Genes,Gene_Count,Term_Description,50perc_contaminated_Genes,100perc_contaminated_Genes
GO:0007530,TCF21 WNT4 NR5A1 AMH SOX9 MAP3K4 AR SRY SOX3 DHH WT1 CITED2 INSR FGF9 DMRT1 SIX4 INSRR NR0B1 SRD5A1 FOXL2 PTGDR SF1,22,sex determination,SRD5A1 AMH TCF21 SOX9 SOX3 INSRR PTGDR WNT4 SIX4 INSR AR BTG4 CITED1 ACTR3C RRAGC RIPPLY3 PIAS3 SUGT1 MAD2L2 SCNN1A SP1 EIF2AK3,THOP1 MCAT BTG2 RIC3 CDH19 NOL3 GPR171 LONP2 DCTD SYN1 SSR2 ADCY4 CR1 ACOD1 H2BC13 ZNF816 ASAP3 OR51Q1 ZBTB20 OPA1 MS4A13 S100A8
GO:0090244,SFRP1 DKK1 SFRP2 LRP6,4,Wnt signaling pathway involved in somitogenesis,SFRP1 SFRP2 FILIP1 ENPP3,KLF11 B4GALT4 TMPRSS7 SLC41A3
GO:0045200,FGF13 RAB10 DOCK7,3,establishment of neuroblast polarity,DOCK7 RPL3L CIR1,OR2AG2 MDFI STN1
GO:0032469,TGM2 CCDC47 ATP2A2 BAK1 TMCO1 ATP2A1 CAMK2D TMBIM6 WFS1 FIS1 THADA GRINA BAX PACS2 BCAP31 RAP1GDS1 BCL2 ITPR1 PSEN1 HERPUD1 PML KCTD17 SELENOK TMTC4 APP,25,endoplasmic reticulum calcium ion homeostasis,BCL2 APP PML ITPR1 KCTD17 CAMK2D TMTC4 PACS2 ATP2A1 BAX GRINA WFS1 UBXN6 QRSL1 GSTK1 PIP5K1A PSKH2 ETF1 USP8 ZNF486 UCHL1 CFAP74 H6PD CMTM7 STX6,MYRF IFNA10 EGFL6 ZDHHC21 AARSD1 AGPAT3 ACTR1A KLHL36 PKN1 PDLIM5 RGS22 MS4A12 P2RX4 TTLL11 IDO2 SALL3 TBC1D3H HSF5 DSCAML1 NFIX CABP5 ALX3 DDX6 UQCRQ STRAP
GO:0098543,CD1D TLR6 SSC5D PGLYRP3 NOD1 NOD2 HLA-DRB1 PGLYRP1 NLRC4 CLEC6A PGLYRP4 HLA-A HLA-B NAIP PGLYRP2 TLR2 CLEC7A TLR1 TLR4,19,detection of other organism,TLR1 CD1D PGLYRP1 PGLYRP3 SSC5D PGLYRP4 CLEC6A NAIP HLA-B SCAF8 SPRYD4 TAS2R9 PLEKHH3 POLR1H ZNF776 METTL24 CELF2 CD40LG SEMA6B,TMEM161A SV2C MRNIP CIBAR2 ARFRP1 STRC MRPS15 GLYAT PREPL PHF12 HNRNPR LRPAP1 PHYH PPP1R3E IFT172 SPP2 FOXRED2 NPB FOXR2
GO:0061484,FSTL1 EXT1 FOXA3 GPRASP2 ARMCX1 NLE1 TCIRG1 OCIAD1 ARMCX5-GPRASP2 ADAR SOX4 ZNF251 EMCN GATA2 ADGRG1 SEPTIN4 GLIS2 BAP1 CCN3 UBAP2L ARHGEF5 MYCT1 OCIAD2 CRISPLD1,24,hematopoietic stem cell homeostasis,ARMCX5-GPRASP2 ZNF251 SEPTIN4 GPRASP2 GATA2 FOXA3 TCIRG1 SOX4 MYCT1 OCIAD2 ARMCX1 ARHGEF5 EPHA4 PCP4 PKM MRPL46 PNPLA5 NR1D1 BCS1L ZNF716 CLEC6A PITPNB LRRC15 ADRB2,ZNF268 COX16 PABPC3 SYVN1 MYBL1 TRAF3IP3 TMEM184C ORC2 VWA1 ALDH4A1 DEFB105B TIMM13 HSD17B6 KCNB2 HIC2 PLPPR4 CHCHD10 ASB16 MFN2 CHD2 DYRK4 SYNJ2BP DDIT3 PIWIL3
GO:0046415,SLC16A9 PNP ABCG2 CARMIL1 G6PC1 URAD PRPS1 SLC22A11 GCKR SLC22A12 SLC2A9 SLC17A3 SLC17A1,13,urate metabolic process,G6PC1 SLC16A9 SLC17A1 SLC22A11 SLC22A12 PNP USP2 ASB9 TAC3 PRAMEF20 GSR OR6C74 TIFA,GCNT3 ATP7B SF3A1 MMP3 TRIP13 RXFP2 SSBP2 CHMP5 SGSM2 TAC3 TGFA CTTNBP2 ING1
GO:0060443,MED1 TGFBR2 WNT4 IGFBP5 RXFP1 PHB2 NR3C1 NTN1 DDR1 TBX2 GLI3 AREG AR WNT5A VDR LRP5 SOSTDC1 ELF3 CAV1 FGF10 KDM5B ESR1 EPHA2 CAPN1 FGFR2 PGR SCRIB BAX CCL11 CAV3 BSX PTCH1 NRG3 BTRC CSMD1 STAT6 BMP4 CSF1R CSF1 PML NFKB1 MSX2 SRC TBX3,44,mammary gland morphogenesis,CSMD1 FGFR2 BSX NFKB1 SOSTDC1 FGF10 CSF1R DDR1 BTRC WNT4 LRP5 VDR AR PML CAV3 NTN1 MED1 MSX2 SRC CCL11 SCRIB EPHA2 SNRPG FUT10 PFN1 TIRAP CLPSL1 AAAS PPP1R13B RGS16 VDAC1 PNMA2 CAMSAP1 PNPLA1 ZNF778 TMEM268 SCX RPP21 PTPN5 SOCS3 FUT8 CCNI2 ZCCHC4 RAP1GAP,TOPAZ1 AGMO EEF1AKMT4-ECE2 HOXB3 CLCN2 SH2D6 GCH1 ADAMTS7 OPA3 WNK3 ZNF219 FASTKD1 C1S TMEM132C CNTNAP1 RNF130 PHACTR3 FMO3 TM6SF1 SIM2 TLE2 PTPRM SLC22A2 SEC13 MAPRE3 PHF2 IFNK GOLGB1 ERBB2 CDCA7 PPFIA3 DYRK3 MICOS10 ST8SIA6 DPP9 ONECUT3 HGSNAT GOLGA8O ISOC1 TTC29 ELOVL5 ETS2 CDKN1C ENPP1
GO:0043586,KIT HOXC13 GLI3 NTF4 CTNNB1 CYP26B1 TBX1 HDAC2 HAND2 WNT10A LEF1 NKX2-6 WDPCP SIX1 SIX4 BNC2 WNT10B KCNE2 INTU HDAC1 EGFR,21,tongue development,INTU TBX1 NTF4 HAND2 LEF1 CTNNB1 NKX2-6 HOXC13 BNC2 WNT10B SLC25A12 BRMS1 SPRY4 EHD3 DIMT1 RAB8B IRX2 WNT3 EPHX2 POLDIP3 BMP8A,SCNN1B COL7A1 TUBB8 MRPS31 DPYSL4 EID1 ZNF708 PPEF1 GMPR2 CYP7A1 BMF LOC107987462 HES2 ADGRL2 CCDC136 SPINDOC AKR7A2 CTAG1A SLC25A48 ZC3HAV1 IMPA2
GO:0048845,VEGFA HEG1 CCM2 NOTCH1 CCBE1 EFNB2 PROX1 ENG TBX20,9,venous blood vessel morphogenesis,VEGFA TBX20 CCBE1 NOTCH1 NWD1 MEP1A PROS1 LALBA PLAUR,RIMBP3C ASB14 MLKL TPH1 BTBD17 ZNF740 SUCLA2 BATF SNX31
GO:0042551,CX3CL1 SCARF1 KCNB1 RAC3 NR4A2 ADGRB3 EDNRA RND1 MYOC ACTL6B PICK1 GLDN ANKS1A CNTN2 TBX6 FARP2 GATA2 MTCH1 KDM1A RB1 LRRK2 SRRM4 CNTNAP2 CDKN1C FEV MECP2 EPHA8 C1QL1 BCL2 MAP3K13 CLN5 LGI4 KCNQ3 KCNIP2 B4GALT6 C3 C1QA NRCAM SPTBN4 BCL11A AGRN VSX1 RET SCLT1 B4GALT5 NTN4 EDNRB APP,48,neuron maturation,MTCH1 TBX6 C1QL1 C1QA LGI4 GLDN NTN4 VSX1 MAP3K13 KDM1A GATA2 KCNB1 SPTBN4 BCL2 APP CDKN1C C3 RB1 MECP2 EPHA8 RAC3 SRRM4 CNTN2 LRRK2 RPS20 GARIN1A WIZ RIPK3 HOXD8 DYNC1LI1 YOD1 RASSF5 ZP1 PPOX MAML1 OTOP2 MRAP ATP13A4 URM1 SMG1 GNAI3 GSTM2 CA5A KIRREL2 DEFB116 KICS2 SPIRE2 NFKBIA,CHRM4 P2RY8 ZNF607 ZNF827 HDAC11 SCN2A RAB9B PDXP TSPAN33 SLC9A2 OR6C2 C4B_2 SLC12A2 DGCR2 PLEC PCDHB2 GOPC FFAR3 KCNN4 CXCL14 PIDD1 OR4A47 SPACA9 CHIC2 ACOT9 GDF3 ZNF546 CAB39L SLC51A DLX3 S1PR1 CCDC40 GCNT7 MRAS EIF3M ARV1 MRPL46 COIL DCT TRPC4 WDR89 CHMP2A TYW5 PRSS54 SETBP1 NETO1 DUS3L CORO7
GO:0072520,FER SPATA2 BRIP1 ATRX ING2 AR SCAPER REC8 SMAD4 WDR48 INHBB UBB KIF18A TBC1D20 LHCGR ADGRG1,16,seminiferous tubule development,SCAPER SMAD4 WDR48 BRIP1 KIF18A ATRX TBC1D20 FER CELF6 SLC6A15 CATSPERB HNRNPH2 DNAJA1 MRPS17 CYBC1 HOXB4,LCA5 DAPP1 CEP44 RGS9BP SPACA3 EIF3B HASPIN PLK5 ZC3H4 HNRNPDL RRAD ZNF431 CADM2 ADNP2 TMEM97 KLRD1
GO:0009204,ADA NUDT16 SAMHD1 ITPA NUDT15,5,deoxyribonucleoside triphosphate catabolic process,ADA NUDT15 PRIMPOL C9orf72 CDK4,NUDT9 PLCD4 RPL39 TESPA1 SLAMF6
GO:0006398,LSM11 CPSF3 LSM10 SLBP ZNF473 CPSF2,6,mRNA 3'-end processing by stem-loop binding and cleavage,LSM10 CPSF3 ZNF473 ZNF182 ZBTB37 SPPL2C,GSX2 TBC1D3F KRTAP4-3 ZNF420 RNF122 KCTD3
GO:0051131,HSP90AB1 PTGES3L MKKS BBS10 CLU HSPA4 PFDN6 CCT2 PTGES3 HSPD1 PSMG2 BBS12 NDUFAF1 APCS TMEM35A SPMAP2 HOPX PSMG1 STUB1 LONP1 HSP90AA1 PSMG3,22,chaperone-mediated protein complex assembly,TMEM35A APCS PSMG1 CCT2 HSPD1 BBS12 HSPA4 PTGES3 NDUFAF1 STUB1 PSMG3 ALDH1B1 LCE3E SERPINH1 AKAP8L CCR3 YWHAB DTL ICA1 LRP11 TSFM TECPR2,DCLRE1B ZNF280B VANGL2 COPS6 FIGN NUPR2 ADIPOR1 PIGB LIPJ RHBDF1 MT1G CPEB3 E2F2 ENPP6 OR56B4 JUNB SPATA9 VCX FOXN1 HNRNPC VDAC3 TYR
GO:1900028,ABI3 ARHGAP24 STAP1 KANK1 PFN2 TACSTD2 EVL,7,negative regulation of ruffle assembly,KANK1 ABI3 TACSTD2 EIF5AL1 MEPE ALDH1A3 CTSK,OR52H1 GEMIN8 RAB11FIP4 ZNF446 CCM2L FN3KRP RLN3
GO:2000427,C4B TREM2 C3 ABCA7 CCL2 C2 C4A CD300LF C4B_2,9,positive regulation of apoptotic cell clearance,C4A C2 C4B_2 CD300LF C2CD4B ELMO1 OTUD4 OR10P1 COL13A1,TSPAN3 MAP1LC3B TTC21A CLPX BAHD1 ZNF556 SNAPIN KANSL2 DKK3
GO:0071526,MET SEMA6C RAC1 NRP1 FLNA EDNRA GDNF NRP2 SEMA4B PLXNA3 SEMA3C SEMA4D PLXNB2 PLXND1 RHOA PLXNA2 FARP2 EDN1 SEMA4A SEMA5A SEMA3A PLXNB1 SH3BP1 SEMA6A ECE1 SEMA5B SEMA4C SEMA3D KDR NCAM1 SEMA6D SEMA3B PLXNA4 SEMA4G PLXNB3 ARHGDIA SEMA3F SEMA7A SEMA3G SEMA3E ERBB2 HAND2 SEMA6B SEMA4F,44,semaphorin-plexin signaling pathway,SEMA3F SEMA4C NCAM1 SEMA6C NRP2 RAC1 PLXNA4 NRP1 SEMA4D PLXNB1 SEMA3E PLXNB2 RHOA FLNA EDNRA SEMA3D PLXNA3 SEMA7A SEMA6A SEMA6B SEMA3A ERBB2 PHOSPHO1 DCTD WFDC9 DOCK8 ABHD2 CCNDBP1 EPB42 DGCR2 IDO1 OIP5 U2AF1 ACP6 ZNF800 CPSF1 ANAPC2 SLC25A21 SGTA TAS2R38 PDF STT3A PRPSAP1 UBA2,CFAP206 ATXN2L PPIAL4C MXD1 SAR1B CHFR SERF2 AGPAT4 POLR3E RPS6 STAM ZRSR2 SLC35E4 GPR162 CDO1 RANBP3 PRPF38B NXT1 FBXL3 ERAP2 AP5B1 ZBTB41 ACP6 TP53AIP1 SVIP NEMF TMEM74 SEC14L1 ATP11C FGD3 RHEB CAPN5 CIB3 SCNN1B OGDHL AP1S1 ZNF714 ST6GAL1 MGAT4C MFSD2B GART SESN2 MRPL17 AFF2
GO:0006548,HNMT CARNMT1 HAL HDC CARNS1 FTCD AMDHD1 UROC1,8,histidine catabolic process,AMDHD1 UROC1 CARNMT1 HNMT MAST3 ARRDC3 TREX1 TUBGCP4,PCDH18 OR3A3 KCNJ2 ADAMTSL1 TNK1 CDK1 ZNF169 DLG3
GO:0036336,CCR5 CXCR2 EXT1 CCL19 GPR183 LGALS9 HMGB1 TRPM2 DOCK8 CCR7 CCR2 CCR6 CCL21 EPS8 CALR ALOX5 CXCR4 CDC42 CCL5 GAS6 ARHGEF5 C1QBP NLRP12 ASB2 CXCR1 TRPM4 SLAMF8 SLAMF1 PIK3CG CCR1 IL12A,31,dendritic cell migration,NLRP12 CXCR1 CCR7 PIK3CG CALR SLAMF8 GPR183 TRPM2 HMGB1 CXCR2 CXCR4 SLAMF1 CCL19 CCL5 ALOX5 APCDD1L ZDHHC6 PTPN14 SDR42E1 OR2T29 KLRD1 SLC2A10 UPF3A MBLAC1 LDB2 ADGRB1 FGFBP1 DUSP28 EMC8 TSPAN5 RNF216,RAB3IP HGD SOCS2 NCAPG2 NFE2L3 CREB3L2 GLT6D1 APOH PLGRKT PPIAL4C NUDT16L1 NR2F1 SOX14 ECHDC3 ZNF395 TXNIP COL24A1 NEK6 TRIM56 PLCD3 TRIM72 ACAD8 SMN1 DGKB SLFN13 DNHD1 NAGS GRIN1 SLC35E1 VPS28 SEMA4G
GO:0045603,BTG1 BMP6 TMEM100 VEZF1 CTNNB1 NOTCH1 ACVRL1 BMP4 ATOH8 GDF2 ETV2,11,positive regulation of endothelial cell differentiation,ETV2 ACVRL1 BMP4 ATOH8 VEZF1 OR5M9 RIPPLY1 STRAP DOK2 PPIH TRH,SCN10A HECW1 RIT1 KIF27 TRIM32 AQP6 DYNLRB2 MAPK8IP2 PROM2 STRADB KCNC2
GO:0006900,PICALM ANXA2 MYO18A SNAP91 AP3B2 TRAPPC8 AP2M1 TRAPPC10 VAPA TRAPPC5 TRAPPC12 SCAP CHMP4C TRAPPC13 PEF1 SEC24B PPP6C RILP CHMP5 SEC24C TRAPPC6A VAPB CUL3 TMED10 TRAPPC4 TRAPPC6B SEC31A SEC31B SLC2A4 KLHL12 SEC13 FNBP1L RAB1A DNM2 VPS4A PRKCI AP3M2 ARFGAP2 MIA3 TFG AP3S2 AP3D1 CHMP4A SEC23B CHMP7 TRAPPC3 SEC16A INSIG1 SAR1B MAPK15 TRAPPC9 S100A10 GOLPH3 AP1G1 PDCD6 ARFGAP3 SEC24A WASL AP3S1 DNM1 TRAPPC11 PRKN CHMP4B GOLPH3L CHMP6 GBF1 TRAPPC1 SEC24D PREB SNX3 TMED2 TRAPPC2L TMED9 P2RX7 SEC23A SEC16B SAR1A RAB7A CIDEB TRAPPC2 TBC1D20 CSNK1D DNM3,83,vesicle budding from membrane,GOLPH3 SAR1A CSNK1D SEC24A TRAPPC2L ARFGAP2 TRAPPC9 GOLPH3L PPP6C TRAPPC6B RILP PICALM AP3D1 TRAPPC13 AP3M2 AP1G1 TRAPPC12 TRAPPC11 PRKCI TMED9 MYO18A TRAPPC8 VAPA PRKN MIA3 SNAP91 DNM2 PEF1 PDCD6 PREB CIDEB TRAPPC3 TRAPPC5 SEC16B KLHL12 TRAPPC1 WASL TRAPPC10 AP2M1 CHMP7 CHMP6 ELAPOR2 OR4D9 MOSPD3 SORBS3 PSMD14 PHF20 SPATA22 A1CF ZNF830 GLP2R ATP13A5 NAGA EIF4ENIF1 CAPN11 CYP1B1 CENPS-CORT CA5A CRBN AGGF1 MEI1 CD5L ARL8A CYB561 B4GALT6 WDFY2 PPP1R8 WNT5B REXO2 GOLGA8H MTFP1 YJU2B MAP1A COL5A2 ANKRD53 TMEM116 FICD CTSH GFM1 KCNIP4 PRMT6 NPBWR2 C1GALT1,DNAJC30 SLC29A4 CRELD1 INS KCNK12 IL5 GHRH F11R TAS2R46 CSRP1 MATK MOCOS MRPL18 MAGEB17 OR51D1 CCNL2 CCL11 TAB2 PCDHGB7 LDB2 VDAC1 RLN2 WTIP CEP128 MRPL10 XYLT1 PRAMEF2 CDC42EP1 MICOS10-NBL1 FBXO2 OR10X1 USP9X RPL5 CLSTN2 IL19 OR2L3 ZNF586 PPP1R3F MAP3K14 ARSL ZNF14 PLCD3 SOD2 RET LIPJ EFEMP2 TPTE LY6E OR2T10 SPRR2D GOLGA8N RRP15 DNAH12 ACO1 MCM7 FRY FCRL6 RPL4 TRIM16 SURF6 BAZ1B KRT4 EOGT UBE2G2 B4GALT1 PFDN4 TSPAN8 SQOR CEND1 DBP MDM2 TYW1B RAPGEFL1 MUC12 PAFAH1B3 NDUFC1 TAF2 B3GLCT GEMIN2 ORAI1 ITGBL1 ZNF117 ZDHHC11
GO:0006911,XKR5 RAC1 RAC3 THBS1 MYH9 XKR9 CD36 ITGA2 TREM2 ABCA1 MSR1 RAB31 MEGF10 TIMD4 ALOX15 FCGR1A XKR6 ELMO1 ARHGAP25 PLCG2 GATA2 GULP1 BIN2 XKR7 ARHGAP12 SH3BP1 XKR8 VAMP7 ADGRB1 APPL2 AIF1 ITGB2 ABCA7 ANO6 STAP1 DOCK1 CD300A CDC42 CLCN3 ITGAM F2RL1 HAVCR1 BECN1 C3 GSN FCGR2B MARCO NCKAP1L XKR4,49,"phagocytosis, engulfment",ARHGAP12 FCGR2B XKR4 HAVCR1 ANO6 MARCO MSR1 ADGRB1 ITGB2 FCGR1A C3 XKR5 BECN1 XKR7 CDC42 STAP1 CLCN3 AIF1 GULP1 ITGAM TIMD4 RAC1 RAC3 CD36 WDR18 SLAMF8 OR6C2 MAP6D1 CDK2 KIFAP3 CYB561D2 CSPG4 PDGFC PRB2 HMBOX1 WDFY4 TNNC2 TIPARP CNNM2 AK9 MRPS6 TEKT4 PEX13 ABCA9 GSTO2 FOXO3 KTN1 TEX101 PKHD1,HES1 KY NAB2 GSAP REXO4 ZNF28 BOD1 ASB13 ADPGK FKBPL P2RY4 REPS2 B3GNT2 TENM2 MATN1 EPHA6 SUPT20H OR2T29 SDR9C7 CREB3L4 RYBP RAP2A UCP3 ENAM BLNK CYP27C1 XRCC4 FIG4 PLA2G4C HDAC6 FRA10AC1 CLEC3A CLASRP TIMM8A GPR75 PMF1-BGLAP CNPY2 STARD3NL PLXNB3 DGUOK MELK DCAF1 TANK XRCC1 NDST2 DRD5 USP8 KIF9 MRGPRF
GO:0072376,FGA GP9 FLNA F13B FGB APOH GP1BA FBLN1 F12 RASAL2 KLKB1 F8 GP5 THBD F13A1 PRCP FGG GP1BB ITGB3,19,protein activation cascade,THBD F8 GP5 FGG F12 GP1BB F13B RASAL2 FBLN1 OR8B3 APOF CBARP CLEC4D VTA1 ST18 GCN1 MRGPRD IFNGR2 UCHL5,NEURL2 ENY2 CCNI2 IL16 RBMY1A1 SEMA3A RBM41 TAF8 ABHD17A WBP2 SAP30BP ZNF664 MFSD10 S1PR2 EFNB2 OR2M4 PCDHA6 TET3 NXNL2
GO:0048293,CLCF1 FOXP3 STAT6 BCL6 NDFIP1 IL4 TNFSF4,7,regulation of isotype switching to IgE isotypes,STAT6 BCL6 CLCF1 MTMR3 ACSL6 OR4D9 TMEM101,CCN4 EMSY XRCC4 ELOVL5 SPPL2A ANO2 NTNG2
GO:0035624,ADRA2A ADRA2B ADRA2C NCOA3,4,receptor transactivation,ADRA2B NCOA3 RFC3 RGMB,RUVBL2 NPW PTS SUPT7L
GO:0001692,HNMT TRH PRG3 HDC SLC29A4 SLC22A3,6,histamine metabolic process,HNMT PRG3 SLC22A3 ABR MDGA2 ARL5C,PITPNC1 ENTHD1 IQCB1 KIF24 KCNIP1 LEAP2
GO:0046326,SORBS1 SLC1A2 CAPN10 IRS1 AKT2 APPL1 GPC3 FGF21 RHOQ TERT FGF19 IGF1 IRS2 ITLN1 C1QTNF12 CLTCL1 RNASEL CREBL2 AKT1 OCLN ARPP19 INSR PRKCI PTH OPN3 MAPK14 INS ADIPOQ ERFE NFE2L2 PTPN11 OSBPL8 KLF15 POU4F2 PIK3R1 MEF2A,36,positive regulation of glucose import,CREBL2 OSBPL8 AKT1 KLF15 GPC3 RHOQ SLC1A2 SORBS1 ITLN1 FGF21 TERT MEF2A AKT2 FGF19 MAPK14 PIK3R1 IRS1 INSR GPRC6A PEAR1 PARP11 ISLR HTR1D TSEN34 SETMAR SCT MYH8 UGT1A7 ANKK1 NTAN1 LACC1 ST3GAL2 TASOR2 WDR76 NUCKS1 DCHS2,MAGED4 SH3BP5L RUNX2 FLG2 PNPT1 PTPRN ILRUN POGLUT1 GNPTG FST TRO PNMA3 NAAA FAM161A SPRR2B PRKCA CLEC16A PPL COP1 ANXA4 PNKD CENPE ITPKB HDGF NAA16 TCF24 PNLIPRP3 DEFB119 PNPLA6 AKTIP NLRP7 PAM SAR1B LBHD1 DDX1 LZTFL1
GO:0007007,TIMM9 HSPA9 TOMM70 TIMM8A MAIP1 TAFAZZIN SLC25A46 MICOS10 APOO TIMM13 CHCHD6 SAMM50 MTX2 GHITM LETM1 TIMM10 ADCK1 OPA1 NDUFA13 COX18 OMA1 AFG3L2 CHCHD10 MTX1 MICOS13 CHCHD3 AGK APOOL TMEM11 DNAJC11 IMMT CIBAR1 TIMM10B PINK1 UQCC3 BCS1L ROMO1 TIMM22 MTX3 TIMM29 TIMM8B OXA1L TRMT10B,43,inner mitochondrial membrane organization,MTX2 TMEM11 TIMM8B MAIP1 IMMT TRMT10B OPA1 LETM1 OMA1 UQCC3 MTX3 AFG3L2 ADCK1 MTX1 AGK NDUFA13 CIBAR1 BCS1L CHCHD6 TIMM10 TIMM29 CCR1 FCN3 CHCHD5 TUBA4A JCHAIN OR6B3 TTLL7 DPY30 CNNM2 SHARPIN DACH2 SLC39A1 CFAP74 BAHD1 H2BC12 MMADHC WDR7 B3GALT2 RNASE13 CGB2 FADS3 IL4R,ZPR1 PAQR5 SCUBE2 SAG DNAH5 STH HLA-A EYA3 MAEL MPZL2 NCR1 KCNAB1 CDK5 MRS2 HRAS KPNA6 RGS6 TMEM128 CMTM6 PHLDA1 THOC2 OPRL1 DHX38 CLDN17 ZNF730 TMF1 CUL2 FANCC HDAC6 CENPC MAPKAP1 MICU1 MBOAT7 C12orf57 MFHAS1 LSM7 SMARCD2 HS2ST1 NUSAP1 SPACA7 TMEM205 CPN1 ELSPBP1
GO:0038113,STAT3 STAT1 IL9R STAT5A JAK1 IL2RG JAK3,7,interleukin-9-mediated signaling pathway,JAK1 IL9R STAT1 PIP4P1 RPL7 TIMM8B AJUBA,ORC1 OR4S1 OR6V1 AAAS HHIPL1 KPLCE CELF5
GO:1901678,ABCB7 SLC48A1 PGRMC2 ASIC3 ABCB6 HPX LCN2 FLVCR2 SLC22A17 ABCC5 SLC46A1 HRG FLVCR1,13,iron coordination entity transport,ABCB6 ASIC3 FLVCR2 HPX FLVCR1 LCN2 FST IL6ST VCAM1 ECM2 GBP4 F13A1 PNO1,TK1 EMP1 XDH AKNA YEATS2 ATP11A MRI1 CHRNB4 RNASE11 ATXN1 SPG7 KLRF1 GALR1
GO:0072268,IRX2 IRX1 FOXD1 OSR1,4,pattern specification involved in metanephros development,FOXD1 IRX1 F11 EPHA6,DIRAS1 MTHFS NDFIP2 GLRX5
GO:0051685,MYZAP GCOM1 POLR2M,3,maintenance of ER location,POLR2M PLK1 TRAPPC6A,SNX31 ITGA2B SLC10A6
GO:0090100,SOX11 GDF5 TGFB3 NOTCH1 AMH TNXB FERMT1 TGFBR3 CSNK2B GDF2 BMP2 GATA6 CCN1 NUMA1 SMAD2 TWSG1 EP300 GIPC1 MSX1 NODAL CDH5 FKBP8 MSX2 ZNF423 LRG1 MEN1 SULF1 BMP10 GDF7 GATA4 SH2B1 ZC3H3 SLC2A10 ING2 BMP5 FLCN FBXL15 ACVR2B BMP6 HIPK2 FGF9 BMPR1A RNF111 BMP7 BMP4 UBE2O BMPR2 ACVR1B THBS1 ILK TGFBR2 GPC3 CDKN2B MYOCD ARK2C HES1 GDF6 TGFBR1 INHBA CITED2 AXIN1 KDR PELO STK11 ACVR1 ADISSP JAK2 PARP1 HFE DAB2 SDCBP NUP93 KCP CREBBP TGFB1 CRB2 HSP90AB1 TGFB1I1 TGFB2 BMPER KIAA0319 HES5 ACVR2A ITGA8 NOTCH2 CITED1 ENG NEO1 ELAPOR2 CDKN1C RBPJ ACVRL1 ZEB2 FOXD1 TBX20 SCUBE3 TSC22D1 NPNT SMAD4 SNW1,100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,CDH5 BMP6 SH2B1 MSX2 ING2 ZC3H3 BMP4 TSC22D1 SCUBE3 CITED1 TGFB2 HFE EP300 JAK2 GDF7 GPC3 GATA4 MEN1 GATA6 TGFB3 ACVR2B RBPJ GDF6 SULF1 ITGA8 CITED2 FERMT1 NUP93 MSX1 KDR ZNF423 FGF9 ADISSP PARP1 NOTCH1 SNW1 ARK2C TGFBR3 SMAD2 GDF2 NOTCH2 CDKN1C BMPER CCN1 GIPC1 ACVR1B NPNT THBS1 FKBP8 KCP TEKT3 AGA INS-IGF2 SLC5A10 PLD3 HTATSF1 ATPSCKMT PSMB8 PCK1 RASAL1 PRPF4B MYO18A ZFP37 IQSEC2 RCC1L IKZF3 SNRNP48 KTI12 ARMT1 KCNH6 SALL4 ABHD1 SURF1 SLC6A16 APOLD1 NSFL1C VAX1 DGCR8 IRAG1 PLD2 NPY4R2 BLVRA GDNF RTN4RL1 NCOR1 PRPF40A SPEF1 WTIP PCSK1 ENTPD6 TMEM119 LIPC SCRG1 SPATA13 ENO1 BLVRB RFX8 ULK2 WDR13 RUNX1,PTCRA SCML4 ARHGEF15 OTOP3 TANK STK38 P2RY4 ANAPC10 LNPK SPIC CZIB MAN1A2 DYRK2 BHMT LRRC34 NME9 DPM3 LIAS CA7 PCCB AP1M1 PAQR3 KCNC3 DYNC2I1 EGFL6 MYRIP TP53TG5 MAP3K6 MZF1 CD320 FANCF DLG2 MAT2A OR1N1 APLNR IGSF10 BRD3 MUC17 METTL25B CD300C LIFR PIK3R4 RCBTB1 SENP3 METTL17 PPP1CC SLC5A10 CTC1 MIA3 NME7 NKX6-1 LCN1 ZNF235 FABP12 UBC CD47 ATP2B4 GALNT16 C7 KCTD14 MMP20 ZHX1 MCM2 IL1RAPL1 HS6ST1 SPACDR HIRA DNAJB6 PIK3C3 COPZ1 HLA-DOB TBXAS1 MEF2D DLK1 AHRR MMP19 PGLYRP3 SLC35D2 CLDN9 SERF1A ENPP4 SLURP1 NAGS TMEM174 ZRSR2 FANCE USP17L30 SLAMF6 ATP13A4 VAMP7 RNF123 FREM1 GML ZNF615 DEFB119 NXPE4 NTF4 VASP DERL2 LRFN2
GO:1904117,ADCY6 PLCB1 RANGAP1 CDC6 SCNN1A SCNN1B SCNN1G SCNN1D,8,cellular response to vasopressin,SCNN1B SCNN1D SCNN1A PLCB1 B3GNT7 ZNF844 KAT2A TAS2R9,TUBGCP2 RPL11 ERG28 OR51A2 RAP2A SLC15A3 SOX11 IKZF1
